,action_i,action,cost,prob,user,tod
1145,2,music,0.0,0.039999997913837494,1,21
1146,0,politics,-1.0,0.84000000834465,9,1
1147,1,sports,-1.0,0.84000000834465,2,6
1148,4,finance,-1.0,0.84000000834465,5,4
1149,3,food,-1.0,0.84000000834465,8,12
1150,0,politics,0.0,0.84000000834465,6,23
1151,3,food,-1.0,0.84000000834465,2,4
1152,4,finance,-1.0,0.84000000834465,5,4
1153,3,food,0.0,0.039999997913837494,3,15
1154,1,sports,0.0,0.039999997913837494,5,7
1155,3,food,-1.0,0.84000000834465,4,18
1156,3,food,-1.0,0.84000000834465,4,5
1157,2,music,-1.0,0.84000000834465,9,2
1158,3,food,-1.0,0.84000000834465,2,0
1159,4,finance,-1.0,0.84000000834465,5,8
1160,3,food,-1.0,0.84000000834465,8,5
1161,4,finance,-1.0,0.84000000834465,3,7
1162,1,sports,-1.0,0.84000000834465,8,6
1163,4,finance,-1.0,0.84000000834465,3,13
1164,2,music,0.0,0.039999997913837494,5,2
1165,1,sports,-1.0,0.039999997913837494,0,7
1166,4,finance,-1.0,0.039999997913837494,0,13
1167,2,music,-1.0,0.84000000834465,3,11
1168,2,music,-1.0,0.84000000834465,3,8
1169,3,food,-1.0,0.84000000834465,4,16
1170,3,food,0.0,0.039999997913837494,8,21
1171,1,sports,-1.0,0.84000000834465,1,9
1172,3,food,-1.0,0.84000000834465,4,19
1173,3,food,-1.0,0.84000000834465,6,0
1174,2,music,-1.0,0.84000000834465,3,8
1175,3,food,-1.0,0.84000000834465,4,17
1176,3,food,-1.0,0.84000000834465,8,14
1177,3,food,0.0,0.84000000834465,4,20
1178,4,finance,0.0,0.84000000834465,3,15
1179,4,finance,-1.0,0.84000000834465,5,4
1180,4,finance,-1.0,0.84000000834465,7,1
1181,4,finance,-1.0,0.84000000834465,5,6
1182,4,finance,-1.0,0.84000000834465,3,9
1183,4,finance,-1.0,0.84000000834465,7,7
1184,3,food,-1.0,0.84000000834465,2,18
1185,1,sports,-1.0,0.84000000834465,2,6
1186,4,finance,-1.0,0.84000000834465,9,7
1187,2,music,0.0,0.84000000834465,3,16
1188,2,music,0.0,0.84000000834465,3,23
1189,3,food,-1.0,0.84000000834465,2,12
1190,3,food,-1.0,0.84000000834465,0,18
1191,4,finance,-1.0,0.84000000834465,5,3
1192,2,music,-1.0,0.84000000834465,3,14
1193,2,music,-1.0,0.84000000834465,9,3
1194,0,politics,0.0,0.84000000834465,6,20
1195,3,food,-1.0,0.84000000834465,8,12
1196,4,finance,-1.0,0.84000000834465,7,10
1197,4,finance,-1.0,0.84000000834465,7,12
1198,1,sports,0.0,0.039999997913837494,3,2
1199,4,finance,-1.0,0.84000000834465,9,7
1200,3,food,-1.0,0.84000000834465,6,16
1201,2,music,-1.0,0.84000000834465,9,2
1202,3,food,0.0,0.039999997913837494,9,17
1203,4,finance,0.0,0.039999997913837494,8,23
1204,3,food,-1.0,0.84000000834465,4,15
1205,3,food,-1.0,0.84000000834465,0,1
1206,2,music,-1.0,0.84000000834465,6,11
1207,4,finance,-1.0,0.84000000834465,9,6
1208,2,music,-1.0,0.84000000834465,3,8
1209,3,food,0.0,0.039999997913837494,1,10
1210,3,food,0.0,0.84000000834465,2,23
1211,2,music,-1.0,0.84000000834465,9,8
1212,4,finance,-1.0,0.84000000834465,7,9
1213,3,food,-1.0,0.84000000834465,0,3
1214,3,food,-1.0,0.84000000834465,2,0
1215,2,music,-1.0,0.84000000834465,6,2
1216,3,food,-1.0,0.84000000834465,4,12
1217,2,music,-1.0,0.84000000834465,6,12
1218,0,politics,0.0,0.84000000834465,9,21
1219,3,food,-1.0,0.84000000834465,4,10
1220,2,music,-1.0,0.84000000834465,9,14
1221,4,finance,-1.0,0.84000000834465,7,19
1222,4,finance,0.0,0.84000000834465,7,22
1223,4,finance,-1.0,0.84000000834465,7,15
1224,1,sports,-1.0,0.84000000834465,1,16
1225,0,politics,0.0,0.039999997913837494,2,4
1226,3,food,-1.0,0.84000000834465,2,8
1227,3,food,-1.0,0.84000000834465,2,17
1228,1,sports,0.0,0.039999997913837494,9,14
1229,3,food,-1.0,0.84000000834465,8,12
1230,3,food,-1.0,0.84000000834465,0,0
1231,3,food,-1.0,0.84000000834465,2,16
1232,2,music,0.0,0.039999997913837494,5,13
1233,1,sports,0.0,0.84000000834465,1,22
1234,0,politics,-1.0,0.039999997913837494,0,10
1235,0,politics,0.0,0.84000000834465,9,21
1236,3,food,-1.0,0.84000000834465,0,0
1237,2,music,0.0,0.039999997913837494,5,3
1238,3,food,-1.0,0.84000000834465,0,18
1239,2,music,0.0,0.84000000834465,9,16
1240,2,music,-1.0,0.84000000834465,9,2
1241,3,food,-1.0,0.84000000834465,4,11
1242,3,food,-1.0,0.84000000834465,0,8
1243,4,finance,-1.0,0.84000000834465,7,11
1244,4,finance,-1.0,0.84000000834465,5,15
1245,3,food,-1.0,0.84000000834465,2,2
1246,4,finance,-1.0,0.84000000834465,7,9
1247,3,food,0.0,0.039999997913837494,1,23
1248,3,food,-1.0,0.84000000834465,8,8
1249,2,music,-1.0,0.84000000834465,3,3
1250,2,music,-1.0,0.84000000834465,1,5
1251,4,finance,-1.0,0.84000000834465,7,14
1252,1,sports,-1.0,0.84000000834465,1,18
1253,2,music,-1.0,0.84000000834465,1,11
1254,4,finance,0.0,0.84000000834465,3,19
1255,4,finance,0.0,0.039999997913837494,8,22
1256,3,food,-1.0,0.84000000834465,0,15
1257,1,sports,-1.0,0.84000000834465,1,16
1258,3,food,-1.0,0.84000000834465,4,17
1259,1,sports,-1.0,0.84000000834465,8,9
1260,2,music,-1.0,0.84000000834465,9,8
1261,4,finance,-1.0,0.84000000834465,0,9
1262,1,sports,-1.0,0.84000000834465,1,13
1263,3,food,0.0,0.84000000834465,4,20
1264,4,finance,-1.0,0.84000000834465,6,7
1265,3,food,-1.0,0.84000000834465,0,19
1266,1,sports,-1.0,0.84000000834465,8,9
1267,2,music,0.0,0.039999997913837494,5,16
1268,4,finance,-1.0,0.84000000834465,5,0
1269,3,food,0.0,0.84000000834465,2,22
1270,3,food,-1.0,0.84000000834465,4,11
1271,0,politics,-1.0,0.84000000834465,9,1
1272,4,finance,0.0,0.84000000834465,5,23
1273,2,music,0.0,0.039999997913837494,7,10
1274,2,music,-1.0,0.84000000834465,3,2
1275,3,food,-1.0,0.84000000834465,4,7
1276,0,politics,0.0,0.84000000834465,6,20
1277,1,sports,-1.0,0.84000000834465,1,16
1278,4,finance,-1.0,0.84000000834465,3,4
1279,1,sports,0.0,0.039999997913837494,7,9
1280,3,food,-1.0,0.84000000834465,4,4
1281,0,politics,-1.0,0.84000000834465,6,9
1282,2,music,-1.0,0.84000000834465,3,5
1283,4,finance,-1.0,0.84000000834465,1,1
1284,4,finance,-1.0,0.84000000834465,0,2
1285,4,finance,0.0,0.84000000834465,9,19
1286,3,food,0.0,0.039999997913837494,1,17
1287,4,finance,-1.0,0.84000000834465,0,7
1288,4,finance,-1.0,0.84000000834465,3,4
1289,0,politics,0.0,0.039999997913837494,8,17
1290,2,music,0.0,0.039999997913837494,2,3
1291,2,music,-1.0,0.039999997913837494,1,10
1292,4,finance,-1.0,0.84000000834465,1,7
1293,4,finance,-1.0,0.84000000834465,7,10
1294,0,politics,-1.0,0.84000000834465,6,14
1295,1,sports,-1.0,0.84000000834465,1,18
1296,3,food,-1.0,0.84000000834465,8,1
1297,4,finance,-1.0,0.84000000834465,7,19
1298,3,food,-1.0,0.84000000834465,8,13
1299,4,finance,-1.0,0.84000000834465,3,13
1300,4,finance,0.0,0.84000000834465,9,18
1301,3,food,-1.0,0.84000000834465,0,16
1302,4,finance,-1.0,0.84000000834465,3,13
1303,4,finance,-1.0,0.84000000834465,0,4
1304,3,food,-1.0,0.84000000834465,2,15
1305,1,sports,0.0,0.84000000834465,1,22
1306,4,finance,-1.0,0.84000000834465,7,2
1307,4,finance,-1.0,0.84000000834465,3,12
1308,0,politics,-1.0,0.84000000834465,9,14
1309,4,finance,0.0,0.84000000834465,3,15
1310,4,finance,-1.0,0.84000000834465,7,13
1311,1,sports,-1.0,0.84000000834465,8,9
1312,2,music,0.0,0.039999997913837494,5,13
1313,0,politics,-1.0,0.84000000834465,6,0
1314,4,finance,0.0,0.84000000834465,3,15
1315,3,food,-1.0,0.84000000834465,8,5
1316,4,finance,-1.0,0.039999997913837494,9,0
1317,3,food,-1.0,0.84000000834465,6,3
1318,3,food,-1.0,0.84000000834465,2,9
1319,2,music,0.0,0.039999997913837494,5,0
1320,0,politics,0.0,0.84000000834465,9,16
1321,1,sports,0.0,0.039999997913837494,4,21
1322,0,politics,0.0,0.039999997913837494,7,12
1323,1,sports,0.0,0.039999997913837494,9,0
1324,4,finance,0.0,0.84000000834465,9,18
1325,3,food,-1.0,0.84000000834465,2,0
1326,2,music,-1.0,0.84000000834465,1,14
1327,4,finance,-1.0,0.84000000834465,7,14
1328,0,politics,0.0,0.84000000834465,6,23
1329,4,finance,-1.0,0.84000000834465,7,3
1330,3,food,-1.0,0.84000000834465,0,5
1331,2,music,-1.0,0.039999997913837494,6,6
1332,4,finance,-1.0,0.84000000834465,0,2
1333,2,music,0.0,0.84000000834465,3,23
1334,4,finance,-1.0,0.84000000834465,1,2
1335,4,finance,-1.0,0.84000000834465,5,3
1336,3,food,-1.0,0.84000000834465,0,14
1337,4,finance,-1.0,0.84000000834465,5,18
1338,3,food,-1.0,0.84000000834465,4,3
1339,3,food,-1.0,0.84000000834465,4,9
1340,4,finance,0.0,0.84000000834465,3,17
1341,3,food,-1.0,0.84000000834465,2,3
1342,3,food,-1.0,0.84000000834465,6,8
1343,1,sports,0.0,0.039999997913837494,2,12
1344,3,food,-1.0,0.84000000834465,2,5
1345,0,politics,0.0,0.84000000834465,3,21
1346,3,food,-1.0,0.84000000834465,2,11
1347,3,food,-1.0,0.84000000834465,8,14
1348,3,food,-1.0,0.84000000834465,6,8
1349,0,politics,0.0,0.039999997913837494,5,10
1350,4,finance,-1.0,0.84000000834465,1,0
1351,2,music,-1.0,0.84000000834465,3,1
1352,3,food,-1.0,0.84000000834465,2,12
1353,4,finance,-1.0,0.84000000834465,7,12
1354,4,finance,-1.0,0.84000000834465,5,1
1355,4,finance,-1.0,0.84000000834465,9,9
1356,4,finance,0.0,0.84000000834465,7,23
1357,3,food,0.0,0.84000000834465,2,22
1358,3,food,0.0,0.84000000834465,4,22
1359,4,finance,-1.0,0.84000000834465,7,12
1360,1,sports,-1.0,0.84000000834465,6,6
1361,1,sports,-1.0,0.84000000834465,1,6
1362,4,finance,0.0,0.039999997913837494,4,23
1363,1,sports,-1.0,0.84000000834465,1,3
1364,3,food,-1.0,0.84000000834465,4,7
1365,3,food,-1.0,0.84000000834465,2,17
1366,4,finance,-1.0,0.84000000834465,1,2
1367,4,finance,0.0,0.84000000834465,9,19
1368,4,finance,-1.0,0.84000000834465,6,7
1369,3,food,-1.0,0.84000000834465,2,5
1370,3,food,0.0,0.84000000834465,2,21
1371,4,finance,-1.0,0.84000000834465,5,19
1372,3,food,-1.0,0.84000000834465,0,15
1373,3,food,0.0,0.84000000834465,2,22
1374,4,finance,-1.0,0.84000000834465,5,6
1375,0,politics,0.0,0.84000000834465,9,21
1376,3,food,-1.0,0.84000000834465,8,8
1377,4,finance,-1.0,0.039999997913837494,6,2
1378,4,finance,-1.0,0.84000000834465,1,4
1379,3,food,-1.0,0.84000000834465,8,5
1380,2,music,-1.0,0.84000000834465,1,14
1381,3,food,0.0,0.84000000834465,0,21
1382,2,music,-1.0,0.039999997913837494,0,9
1383,0,politics,0.0,0.84000000834465,6,22
1384,4,finance,-1.0,0.84000000834465,1,7
1385,3,food,-1.0,0.84000000834465,4,8
1386,4,finance,0.0,0.039999997913837494,8,16
1387,3,food,-1.0,0.84000000834465,0,1
1388,4,finance,-1.0,0.84000000834465,1,9
1389,1,sports,-1.0,0.84000000834465,8,6
1390,1,sports,-1.0,0.039999997913837494,1,8
1391,3,food,-1.0,0.84000000834465,0,0
1392,3,food,-1.0,0.84000000834465,8,19
1393,4,finance,-1.0,0.84000000834465,9,2
1394,2,music,0.0,0.84000000834465,3,16
1395,3,food,-1.0,0.84000000834465,2,9
1396,1,sports,0.0,0.84000000834465,1,21
1397,3,food,-1.0,0.84000000834465,8,16
1398,1,sports,-1.0,0.84000000834465,1,16
1399,4,finance,-1.0,0.84000000834465,1,17
1400,3,food,-1.0,0.84000000834465,4,8
1401,3,food,-1.0,0.84000000834465,2,2
1402,4,finance,-1.0,0.84000000834465,0,10
1403,3,food,-1.0,0.84000000834465,8,2
1404,2,music,0.0,0.84000000834465,9,20
1405,3,food,0.0,0.039999997913837494,9,11
1406,0,politics,-1.0,0.84000000834465,9,1
1407,4,finance,-1.0,0.84000000834465,5,7
1408,3,food,-1.0,0.84000000834465,0,0
1409,1,sports,-1.0,0.84000000834465,1,6
1410,3,food,-1.0,0.84000000834465,8,1
1411,3,food,-1.0,0.84000000834465,0,15
1412,4,finance,-1.0,0.84000000834465,1,4
1413,3,food,-1.0,0.84000000834465,2,10
1414,3,food,-1.0,0.84000000834465,4,17
1415,4,finance,-1.0,0.84000000834465,3,9
1416,4,finance,-1.0,0.84000000834465,1,4
1417,4,finance,0.0,0.84000000834465,5,22
1418,4,finance,-1.0,0.84000000834465,9,6
1419,3,food,0.0,0.039999997913837494,9,6
1420,3,food,-1.0,0.84000000834465,2,13
1421,3,food,0.0,0.039999997913837494,5,15
1422,4,finance,-1.0,0.84000000834465,1,17
1423,0,politics,0.0,0.039999997913837494,7,3
1424,1,sports,-1.0,0.84000000834465,6,6
1425,2,music,-1.0,0.84000000834465,1,5
1426,4,finance,-1.0,0.84000000834465,7,4
1427,4,finance,-1.0,0.84000000834465,0,7
1428,0,politics,0.0,0.039999997913837494,2,18
1429,4,finance,-1.0,0.84000000834465,7,9
1430,3,food,-1.0,0.039999997913837494,6,14
1431,4,finance,-1.0,0.84000000834465,5,2
1432,3,food,-1.0,0.84000000834465,4,0
1433,4,finance,-1.0,0.84000000834465,5,11
1434,4,finance,-1.0,0.84000000834465,7,4
1435,3,food,-1.0,0.84000000834465,0,17
1436,3,food,-1.0,0.84000000834465,4,6
1437,1,sports,0.0,0.84000000834465,8,23
1438,3,food,-1.0,0.84000000834465,0,13
1439,3,food,-1.0,0.84000000834465,2,16
1440,3,food,-1.0,0.84000000834465,0,17
1441,2,music,-1.0,0.84000000834465,3,10
1442,0,politics,0.0,0.039999997913837494,5,19
1443,3,food,-1.0,0.84000000834465,2,19
1444,2,music,-1.0,0.84000000834465,9,14
1445,4,finance,-1.0,0.84000000834465,3,6
1446,4,finance,-1.0,0.84000000834465,7,18
1447,0,politics,0.0,0.84000000834465,6,22
1448,3,food,-1.0,0.84000000834465,4,2
1449,2,music,-1.0,0.84000000834465,1,11
1450,2,music,0.0,0.84000000834465,3,16
1451,3,food,-1.0,0.84000000834465,4,6
1452,4,finance,-1.0,0.84000000834465,7,19
1453,4,finance,-1.0,0.84000000834465,7,10
1454,0,politics,-1.0,0.84000000834465,6,1
1455,3,food,-1.0,0.84000000834465,4,17
1456,0,politics,0.0,0.84000000834465,9,21
1457,3,food,0.0,0.84000000834465,4,22
1458,3,food,-1.0,0.84000000834465,4,2
1459,3,food,-1.0,0.84000000834465,2,6
1460,0,politics,0.0,0.039999997913837494,1,5
1461,0,politics,-1.0,0.039999997913837494,9,6
1462,2,music,-1.0,0.84000000834465,6,2
1463,3,food,0.0,0.84000000834465,2,21
1464,4,finance,-1.0,0.84000000834465,7,14
1465,1,sports,0.0,0.84000000834465,1,22
1466,4,finance,-1.0,0.84000000834465,9,9
1467,3,food,0.0,0.84000000834465,2,23
1468,4,finance,-1.0,0.84000000834465,1,19
1469,4,finance,-1.0,0.84000000834465,7,5
1470,2,music,-1.0,0.039999997913837494,0,3
1471,4,finance,-1.0,0.84000000834465,7,2
1472,4,finance,-1.0,0.84000000834465,5,6
1473,3,food,0.0,0.84000000834465,0,21
1474,4,finance,0.0,0.039999997913837494,6,20
1475,3,food,-1.0,0.84000000834465,2,13
1476,2,music,-1.0,0.84000000834465,1,11
1477,4,finance,-1.0,0.84000000834465,5,12
1478,3,food,-1.0,0.84000000834465,6,8
1479,4,finance,-1.0,0.84000000834465,7,2
1480,2,music,-1.0,0.84000000834465,3,8
1481,4,finance,-1.0,0.84000000834465,3,7
1482,4,finance,-1.0,0.84000000834465,0,2
1483,3,food,-1.0,0.84000000834465,2,10
1484,3,food,-1.0,0.84000000834465,4,17
1485,0,politics,0.0,0.039999997913837494,8,22
1486,4,finance,-1.0,0.84000000834465,5,5
1487,1,sports,-1.0,0.039999997913837494,2,6
1488,3,food,-1.0,0.84000000834465,6,14
1489,4,finance,-1.0,0.84000000834465,1,17
1490,4,finance,-1.0,0.84000000834465,5,10
1491,4,finance,0.0,0.84000000834465,3,15
1492,4,finance,-1.0,0.84000000834465,5,11
1493,3,food,-1.0,0.84000000834465,0,1
1494,2,music,-1.0,0.84000000834465,6,12
1495,4,finance,-1.0,0.84000000834465,5,12
1496,3,food,-1.0,0.84000000834465,8,8
1497,3,food,-1.0,0.84000000834465,2,11
1498,4,finance,0.0,0.039999997913837494,9,16
1499,3,food,-1.0,0.84000000834465,2,17
1500,3,food,-1.0,0.84000000834465,6,1
1501,3,food,-1.0,0.84000000834465,2,16
1502,2,music,-1.0,0.84000000834465,1,14
1503,3,food,-1.0,0.84000000834465,6,16
1504,4,finance,-1.0,0.84000000834465,5,0
1505,3,food,-1.0,0.84000000834465,2,4
1506,3,food,0.0,0.84000000834465,4,21
1507,3,food,-1.0,0.84000000834465,8,17
1508,2,music,-1.0,0.84000000834465,3,1
1509,4,finance,-1.0,0.84000000834465,7,8
1510,2,music,0.0,0.84000000834465,3,23
1511,4,finance,-1.0,0.84000000834465,0,4
1512,3,food,-1.0,0.84000000834465,4,5
1513,4,finance,-1.0,0.84000000834465,5,2
1514,3,food,-1.0,0.84000000834465,8,3
1515,0,politics,0.0,0.039999997913837494,3,16
1516,2,music,0.0,0.039999997913837494,7,15
1517,2,music,-1.0,0.84000000834465,9,5
1518,4,finance,-1.0,0.84000000834465,7,8
1519,3,food,-1.0,0.84000000834465,4,7
1520,3,food,-1.0,0.84000000834465,6,19
1521,4,finance,-1.0,0.84000000834465,5,0
1522,4,finance,-1.0,0.84000000834465,5,8
1523,0,politics,0.0,0.84000000834465,9,21
1524,4,finance,-1.0,0.84000000834465,7,11
1525,3,food,-1.0,0.84000000834465,2,16
1526,3,food,-1.0,0.84000000834465,4,19
1527,3,food,-1.0,0.84000000834465,4,10
1528,3,food,-1.0,0.84000000834465,0,17
1529,0,politics,0.0,0.84000000834465,9,16
1530,4,finance,-1.0,0.84000000834465,5,8
1531,3,food,0.0,0.039999997913837494,9,19
1532,2,music,-1.0,0.84000000834465,6,9
1533,3,food,-1.0,0.84000000834465,0,0
1534,3,food,0.0,0.039999997913837494,3,14
1535,2,music,-1.0,0.84000000834465,3,6
1536,3,food,-1.0,0.84000000834465,8,8
1537,4,finance,0.0,0.84000000834465,7,22
1538,4,finance,0.0,0.84000000834465,5,23
1539,3,food,-1.0,0.84000000834465,0,19
1540,1,sports,0.0,0.039999997913837494,3,7
1541,1,sports,0.0,0.039999997913837494,5,7
1542,3,food,-1.0,0.84000000834465,6,19
1543,0,politics,-1.0,0.039999997913837494,3,4
1544,0,politics,-1.0,0.039999997913837494,0,0
1545,4,finance,0.0,0.84000000834465,7,21
1546,4,finance,-1.0,0.84000000834465,1,17
1547,4,finance,-1.0,0.84000000834465,7,17
1548,2,music,0.0,0.84000000834465,3,23
1549,3,food,-1.0,0.84000000834465,8,18
1550,4,finance,-1.0,0.84000000834465,0,5
1551,2,music,-1.0,0.84000000834465,9,2
1552,1,sports,-1.0,0.84000000834465,6,6
1553,3,food,-1.0,0.84000000834465,2,3
1554,2,music,-1.0,0.84000000834465,1,14
1555,0,politics,-1.0,0.84000000834465,9,14
1556,4,finance,0.0,0.84000000834465,5,23
1557,4,finance,-1.0,0.84000000834465,7,11
1558,2,music,-1.0,0.039999997913837494,9,7
1559,2,music,-1.0,0.039999997913837494,1,13
1560,1,sports,-1.0,0.039999997913837494,6,7
1561,4,finance,0.0,0.84000000834465,0,23
1562,3,food,-1.0,0.84000000834465,4,3
1563,2,music,-1.0,0.84000000834465,9,5
1564,3,food,-1.0,0.84000000834465,8,7
1565,3,food,-1.0,0.84000000834465,0,13
1566,3,food,-1.0,0.84000000834465,2,3
1567,3,food,0.0,0.84000000834465,2,22
1568,0,politics,0.0,0.84000000834465,9,15
1569,4,finance,-1.0,0.039999997913837494,6,10
1570,2,music,-1.0,0.84000000834465,9,13
1571,4,finance,0.0,0.84000000834465,5,22
1572,2,music,-1.0,0.84000000834465,1,14
1573,2,music,0.0,0.039999997913837494,5,13
1574,4,finance,-1.0,0.039999997913837494,6,13
1575,2,music,0.0,0.039999997913837494,4,0
1576,1,sports,0.0,0.039999997913837494,3,13
1577,1,sports,-1.0,0.84000000834465,1,18
1578,4,finance,0.0,0.039999997913837494,8,22
1579,0,politics,0.0,0.84000000834465,9,18
1580,1,sports,-1.0,0.84000000834465,8,11
1581,3,food,-1.0,0.84000000834465,2,19
1582,3,food,-1.0,0.84000000834465,4,17
1583,3,food,0.0,0.84000000834465,4,22
1584,2,music,0.0,0.84000000834465,9,16
1585,1,sports,0.0,0.039999997913837494,4,17
1586,1,sports,0.0,0.039999997913837494,9,5
1587,4,finance,-1.0,0.84000000834465,5,15
1588,0,politics,0.0,0.039999997913837494,7,18
1589,2,music,-1.0,0.84000000834465,9,13
1590,1,sports,-1.0,0.84000000834465,1,16
1591,0,politics,-1.0,0.84000000834465,6,14
1592,2,music,-1.0,0.84000000834465,6,5
1593,4,finance,-1.0,0.84000000834465,0,6
1594,3,food,-1.0,0.84000000834465,2,0
1595,4,finance,-1.0,0.84000000834465,0,11
1596,0,politics,-1.0,0.039999997913837494,0,14
1597,3,food,-1.0,0.84000000834465,8,7
1598,4,finance,-1.0,0.84000000834465,5,11
1599,3,food,0.0,0.84000000834465,2,22
1600,4,finance,0.0,0.039999997913837494,4,1
1601,2,music,0.0,0.84000000834465,1,22
1602,3,food,-1.0,0.84000000834465,4,0
1603,4,finance,-1.0,0.84000000834465,7,1
1604,4,finance,-1.0,0.84000000834465,5,6
1605,3,food,-1.0,0.84000000834465,8,15
1606,3,food,-1.0,0.84000000834465,8,8
1607,3,food,-1.0,0.84000000834465,0,3
1608,3,food,-1.0,0.84000000834465,2,11
1609,4,finance,-1.0,0.84000000834465,5,4
1610,3,food,0.0,0.039999997913837494,6,20
1611,3,food,-1.0,0.84000000834465,0,1
1612,4,finance,-1.0,0.039999997913837494,0,13
1613,3,food,-1.0,0.84000000834465,8,8
1614,0,politics,0.0,0.039999997913837494,3,17
1615,0,politics,0.0,0.039999997913837494,1,9
1616,2,music,0.0,0.039999997913837494,5,11
1617,3,food,-1.0,0.84000000834465,8,7
1618,4,finance,-1.0,0.84000000834465,5,17
1619,2,music,0.0,0.039999997913837494,2,0
1620,4,finance,-1.0,0.84000000834465,5,14
1621,4,finance,-1.0,0.84000000834465,7,1
1622,2,music,-1.0,0.84000000834465,3,2
1623,3,food,-1.0,0.84000000834465,4,19
1624,4,finance,-1.0,0.84000000834465,7,11
1625,4,finance,-1.0,0.84000000834465,5,4
1626,4,finance,-1.0,0.84000000834465,5,16
1627,4,finance,-1.0,0.039999997913837494,1,16
1628,4,finance,-1.0,0.84000000834465,7,3
1629,3,food,-1.0,0.84000000834465,0,18
1630,4,finance,0.0,0.039999997913837494,9,21
1631,2,music,0.0,0.84000000834465,3,21
1632,3,food,0.0,0.039999997913837494,3,10
1633,3,food,-1.0,0.84000000834465,2,8
1634,1,sports,0.0,0.039999997913837494,2,15
1635,4,finance,-1.0,0.84000000834465,3,12
1636,0,politics,0.0,0.039999997913837494,9,18
1637,4,finance,-1.0,0.84000000834465,9,4
1638,3,food,-1.0,0.84000000834465,8,10
1639,4,finance,-1.0,0.84000000834465,0,12
1640,4,finance,-1.0,0.84000000834465,5,10
1641,4,finance,-1.0,0.84000000834465,1,19
1642,1,sports,0.0,0.039999997913837494,6,17
1643,4,finance,-1.0,0.84000000834465,1,12
1644,2,music,-1.0,0.84000000834465,3,3
1645,1,sports,0.0,0.84000000834465,8,23
1646,2,music,0.0,0.039999997913837494,5,11
1647,3,food,-1.0,0.84000000834465,0,19
1648,3,food,0.0,0.84000000834465,2,23
1649,1,sports,0.0,0.039999997913837494,0,12
1650,2,music,-1.0,0.84000000834465,3,8
1651,4,finance,0.0,0.84000000834465,9,19
1652,4,finance,-1.0,0.84000000834465,3,13
1653,3,food,0.0,0.84000000834465,2,23
1654,3,food,-1.0,0.84000000834465,4,18
1655,0,politics,0.0,0.039999997913837494,6,17
1656,2,music,-1.0,0.84000000834465,6,14
1657,4,finance,-1.0,0.84000000834465,6,4
1658,4,finance,0.0,0.84000000834465,1,20
1659,4,finance,-1.0,0.84000000834465,5,0
1660,3,food,-1.0,0.84000000834465,8,11
1661,3,food,0.0,0.84000000834465,2,23
1662,4,finance,0.0,0.84000000834465,3,16
1663,2,music,0.0,0.84000000834465,9,20
1664,2,music,-1.0,0.84000000834465,9,12
1665,4,finance,-1.0,0.84000000834465,9,7
1666,3,food,-1.0,0.84000000834465,4,5
1667,3,food,-1.0,0.84000000834465,2,12
1668,3,food,-1.0,0.84000000834465,0,18
1669,4,finance,0.0,0.84000000834465,5,20
1670,0,politics,0.0,0.039999997913837494,2,19
1671,3,food,-1.0,0.84000000834465,4,3
1672,4,finance,0.0,0.84000000834465,9,19
1673,3,food,0.0,0.84000000834465,4,20
1674,4,finance,-1.0,0.039999997913837494,9,10
1675,3,food,-1.0,0.84000000834465,2,17
1676,2,music,-1.0,0.84000000834465,9,9
1677,3,food,-1.0,0.84000000834465,0,3
1678,3,food,-1.0,0.84000000834465,4,17
1679,3,food,-1.0,0.84000000834465,2,8
1680,2,music,-1.0,0.84000000834465,9,2
1681,3,food,-1.0,0.84000000834465,2,10
1682,4,finance,0.0,0.84000000834465,7,21
1683,2,music,-1.0,0.84000000834465,9,6
1684,3,food,-1.0,0.84000000834465,2,1
1685,3,food,-1.0,0.84000000834465,2,3
1686,3,food,-1.0,0.84000000834465,8,7
1687,2,music,-1.0,0.84000000834465,9,9
1688,3,food,0.0,0.039999997913837494,3,22
1689,4,finance,0.0,0.84000000834465,9,18
1690,4,finance,-1.0,0.84000000834465,6,4
1691,3,food,-1.0,0.84000000834465,4,3
1692,4,finance,-1.0,0.84000000834465,7,9
1693,3,food,0.0,0.84000000834465,8,21
1694,4,finance,-1.0,0.84000000834465,7,15
1695,3,food,-1.0,0.84000000834465,4,6
1696,4,finance,0.0,0.84000000834465,7,20
1697,4,finance,0.0,0.84000000834465,3,17
1698,3,food,-1.0,0.84000000834465,2,10
1699,4,finance,-1.0,0.84000000834465,7,14
1700,3,food,-1.0,0.84000000834465,4,6
1701,4,finance,-1.0,0.84000000834465,1,4
1702,3,food,-1.0,0.84000000834465,6,19
1703,4,finance,0.0,0.84000000834465,3,15
1704,3,food,0.0,0.84000000834465,2,21
1705,2,music,-1.0,0.84000000834465,6,14
1706,3,food,-1.0,0.84000000834465,6,1
1707,4,finance,-1.0,0.84000000834465,7,9
1708,2,music,-1.0,0.84000000834465,6,2
1709,3,food,-1.0,0.84000000834465,4,14
1710,3,food,-1.0,0.84000000834465,6,15
1711,4,finance,-1.0,0.84000000834465,7,14
1712,4,finance,0.0,0.84000000834465,1,22
1713,4,finance,0.0,0.84000000834465,9,18
1714,4,finance,-1.0,0.84000000834465,0,4
1715,3,food,0.0,0.84000000834465,4,23
1716,2,music,-1.0,0.039999997913837494,1,5
1717,4,finance,-1.0,0.84000000834465,5,15
